directors,Number of Records
Steven Zaillian,1
Stevie Wermers,1
Stig Bergqvist,1
Stijn Verlinde,1
Stinus Morell Vithner,1
Storm Saulter,1
Storm Theunissen,1
Stu Livingston,1
Stuart Baird,1
Stuart Heisler,1
Stuart Orme,1
Stuart Rosenberg,1
Stuart Sender,1
Stuart Stone,1
Stéphane Berla,1
Stéphane de Freitas,1
Su I-Hsuan,1
Subhash Ghai,1
Subhash Ghai,1
Subhash Ghai,1
Subhash Ghai,1
Sudabeh Mortezai,1
Sudesh Manjrekar,1
Sudesh Manjrekar,1
Sudha Kongara,1
Sudhanshu Saria,1
Sudhir Mishra,1
Sudhir Mishra,1
Sudhir Mishra,1
Sudhir Mishra,1
Sudhish Kamath,1
Sudip Bandyopadhyay,1
Sudipto Roy,1
Sue Ding,1
Sue Kim,1
Suhas Kadav,1
Sujeeth,1
Sujoy Ghosh,1
Sujoy Ghosh,1
Sujoy Ghosh,1
Sukhbir Singh,1
Sukum Maetawanitch,1
Suman Ghosh,1
Suman Mukhopadhyay,1
Sumit Das,1
Sumit Das,1
Sumitra Bhave,1
Sumitra Bhave,1
Sumitra Bhave,1
Sunao Katabuchi,1
Sundar C.,1
Sundar C.,1
Sung-soo Kim,1
Sunil Kumar Agrawal,1
Sunil Soraya,1
Sunil Sukthankar,1
Sunil Sukthankar,1
Sunil Sukthankar,1
Sunil Thakur,1
Sunkanmi Adebayo,1
Suparn Verma,1
Suparn Verma,1
Supavitra Babul,1
Suresh Pillai,1
Surya S.J.,1
Susan Glatzer,1
Susan Johnson,1
Susan Johnson,1
Susan Lambert,1
Susan Walter,1
Susannah Heath-Eves,1
Susannah Ward,1
Susannah Ward,1
Susanne Bier,1
Suseenthiran,1
Sushil Majumdar,1
Sushrut Jain,1
Suzanne Coote,1
Svati Chakravarty Bhatkal,1
Swapna Waghmare Joshi,1
Swapnaneel Jayakar,1
Swapnaneel Jayakar,1
Syamsul Yusof,1
Sydney Freeland,1
Sydney Sibilia,1
Syed Ahmad Afzal,1
Syed Ahmed Shawki,1
Syed Atif Ali,1
Syed Saleh Ahmed Sobhan,1
Sylvain Blais,1
Sylvester Stallone,1
Sylvester Stallone,1
Sylvester Stallone,1
Sylvie Verheyde,1
Syrine Boulanouar,1
Syrine Boulanouar,1
Sze Yu Lau,1
Sze Yu Lau,1
Sébastien Betbeder,1
Sırrı Süreyya Önder,1
T.J. Martin,1
T.J. Martin,1
TJ Sullivan,1
TJ Sullivan,1
TJ Sullivan,1
Taika Waititi,1
Taika Waititi,1
Takanobu Mizuno,1
Takashi Doscher,1
Takashi Yamazaki,1
Takeru Nakajima,1
Takeshi Fukunaga,1
Taki Oldham,1
Takuya Inaba,1
Tamara Jenkins,1
Tamas Yvan Topolanszky,1
Tamer Bassiouni,1
Tamta Gabrichidze,1
Tan Bing,1
Tanawat Aiemjinda,1
Tanit Jitnukul,1
Tanuj Bhramar,1
Tanuj Chopra,1
Tanuja Chandra,1
Tanuja Chandra,1
Tanveer Khan,1
Tanvir Ahsan,1
Tanwarin Sukkhapisit,1
Tarek Abdel Moaty,1
Tarek Al Eryan,1
Tarek Al Eryan,1
Tariq Khan,1
Taron Lexton,1
Tarsem Singh,1
Tarsem Singh,1
Tarun Mansukhani,1
Tarun Mansukhani,1
Tate Taylor,1
Tate Taylor,1
Tathagata Banerjee,1
Tatiana Villela,1
Tatsushi Omori,1
Ted Braun,1
Ted Demme,1
Ted Demme,1
Ted Emery,1
Ted Emery,1
Ted Geoghegan,1
Teddy Chan,1
Teddy Lussi-Modeste,1
Tejas Prabha Vijay Deoskar,1
Tekin Girgin,1
Teng Huatao,1
Tensai Okamura,1
Tenzing Sonam,1
Teo Konuralp,1
Terri Randall,1
Terrie Samundra,1
Terry Gilliam,1
Terry Gilliam,1
Terry Gilliam,1
Terry Gilliam,1
Terry Hughes,1
Terry Jones,1
Terry Jones,1
Terry Loane,1
Tetsuo Yajima,1
Thanabodee Uawithya,1
Tharun Bhascker,1
Theo Davies,1
Theo Love,1
Theodore Boborol,1
Theodore Boborol,1
Theodore Boborol,1
Thiagarajan Kumararaja,1
Thierry Demaizière,1
Thierry Demaizière,1
Thierry Donard,1
Thierry Donard,1
Thierry Donard,1
Thierry Donard,1
Thierry Donard,1
Thiru,1
Thiru,1
Thom Zimny,1
Thomas Astruc,1
Thomas Astruc,1
Thomas Carter,1
Thomas Meadmore,1
Thomas Sieben,1
Thomas Sorriaux,1
Thomas Stuber,1
Thomas Toby Parkinson,1
Thomas Vinterberg,1
Thor Freudenthal,1
Thurop Van Orman,1
Ti West,1
Tianyu Zhao,1
Ticoy Rodriguez,1
Tiffanie Hsu,1
Tig Notaro,1
Tig Notaro,1
Tigmanshu Dhulia,1
Tigmanshu Dhulia,1
Tilak Shetty,1
Tilak Shetty,1
Tilak Shetty,1
Tilak Shetty,1
Tilak Shetty,1
Tilak Shetty,1
Tiller Russell,1
Tiller Russell,1
Tim Bartley,1
Tim Blake Nelson,1
Tim Burton,1
Tim Burton,1
Tim Hill,1
Tim Johnson,1
Tim Maltby,1
Tim Maltby,1
Tim Neeves,1
Tim Rouhana,1
Tim Skousen,1
Tim Story,1
Tim Story,1
Tim Van Someren,1
Timo Tjahjanto,1
Timo Tjahjanto,1
Timo Tjahjanto,1
Timo Vuorensola,1
Timothy Reckart,1
Timothy Ware-Hill,1
Timothy Woodward Jr.,1
Timothy Woodward Jr.,1
Tinge Krishnan,1
Tinnu Anand,1
Tinu Pappachan,1
To-hoi Kong,1
Toa Fraser,1
Toa Fraser,1
Tobe Hooper,1
Toby Haynes,1
Toby Trackman,1
Todd Biermann,1
Todd Haynes,1
Todd Kauffman,1
Todd Kauffman,1
Todd S. Yellin,1
Todd Standing,1
Todd Wider,1
Todd Wilderman,1
Toka McBaror,1
Toka McBaror,1
Toka McBaror,1
Tolga Karaçelik,1
Tolu Awobiyi,1
Tom Barton-Humphreys,1
Tom Donahue,1
Tom Edmunds,1
Tom Fassaert,1
Tom Ford,1
Tom Ford,1
Tom Forrest,1
Tom Gianas,1
Tom Green,1
Tom Holland,1
Tom Hooper,1
Tom Hooper,1
Tom Hooper,1
Tom McCarthy,1
Tom McGrath,1
Tom McGrath,1
Tom O'Brien,1
Tom O'Dell,1
Tom Shadyac,1
Tom Stern,1
Tom Stubberfield,1
Tom Tykwer,1
Tom Whitter,1
Tom Whitworth,1
Tomas Brickhill,1
Tomas Portella,1
Tomasz Mandes,1
Tomer Heymann,1
Tomm Moore,1
Tommy Avallone,1
Tommy O'Haver,1
Tommy Wirkola,1
Tomoki Kyoda,1
Tomotaka Shibayama,1
Tony Bancroft,1
Tony Datis,1
Tony Elliott,1
Tony Giglio,1
Tony Kaye,1
Tony Leondis,1
Tony Scott,1
Tony Stone,1
Tony Zierra,1
Tope Alake,1
Tope Oshin,1
Tope Oshin,1
Tope Oshin,1
Torquil Jones,1
Toshiya Shinohara,1
Toshiya Shinohara,1
Toshiya Shinohara,1
Toshiyuki Kanno,1
Toshiyuki Kubooka,1
Toshiyuki Kubooka,1
Toshiyuki Kubooka,1
Tosin Coker,1
Tosin Coker,1
Toyin Abraham,1
Travis Stevens,1
Travis Zariwny,1
Trent Haaga,1
Trevor Ryan,1
Trey Borzillieri,1
Trey Edward Shults,1
Trey Edward Shults,1
Trey Haley,1
Trey Nelson,1
Trish Sie,1
Trisha Ziff,1
Tristan Ferland Milewski,1
Trivikram Srinivas,1
Trivikram Srinivas,1
Troy Miller,1
Troy Miller,1
Troy Miller,1
Troy Miller,1
Troy Miller,1
Troy Miller,1
Troy Nixey,1
Trudie Styler,1
Tsutomu Mizushima,1
Tsutomu Mizushima,1
Tsuyoshi Nakakuki,1
Tsuyoshi Nakakuki,1
Tudor Giurgiu,1
Tugçe Soysop,1
Tunde Apalowo,1
Tyler Measom,1
Tyler Perry,1
Tyler Perry,1
Tyler Spindel,1
Tyler Spindel,1
Udai Singh Pawar,1
Ui-seok Jo,1
Ulises Valencia,1
Ulises Valencia,1
Ulrike Kofler,1
Umer Adil,1
Umesh Mehra,1
Umesh Mehra,1
Umesh Mehra,1
Umesh Mehra,1
Umesh Mehra,1
Umesh Mehra,1
Umesh Mehra,1
Umesh Mehra,1
Umesh Shukla,1
Umesh Shukla,1
Umut Aral,1
Umut Kirca,1
Unjoo Moon,1
Upi Avianto,1
Upi Avianto,1
Uraaz Bahl,1
Uriel Sinai,1
Uttung Shelar,1
Uwe Boll,1
V C Abhilash,1
V Vignarajan,1
V Vignarajan,1
V. K. Prakash,1
V. Scott Balcerek,1
Vadim Jean,1
Valeria Golino,1
Valeria Pivato,1
Valli Bindana,1
Van M. Pham,1
Vandana Kataria,1
Vanessa Nöcker,1
Vanessa Roth,1
Vanita Shastry,1
Varun Narvekar,1
Vasan Bala,1
Vasan Bala,1
Vasanth Sai,1
Venkatesh Maha,1
Venky Kudumula,1
Venugopan,1
Vetri Maaran,1
Vetrimaaran,1
Vibeke Idsøe,1
Vibhu Virender Puri,1
Vic Armstrong,1
Vicente Villanueva,1
Vicky Matthews,1
Vicky Matthews,1
Vicky Matthews,1
Vicky Wight,1
Victor Cook,1
Victor Dal Chele,1
Victor Gatonye,1
Victor Levin,1
Victor Zarcoff,1
Victoria Bromley,1
Vignesh Shivan,1
Vijay,1
Vijay Jayapal,1
Vijay Kumar,1
Vijay Kumar Arora,1
Vijay Lalwani,1
Vijay Maurya,1
Vijay Milton,1
Vijay S. Bhanushali,1
Vijay Yelakanti,1
Viju Mane,1
Vikas Bahl,1
Vikas Bahl,1
Vikas Bahl,1
Vikram Bhatt,1
Vikram Gandhi,1
Vikram Pradhan,1
Vikram Tanajirao Patil,1
Vikramaditya Motwane,1
Vikramaditya Motwane,1
Vikramaditya Motwane,1
Vikramaditya Motwane,1
Vinay Sapru,1
Vince Gilligan,1
Vince Marcello,1
Vince Marcello,1
Vince Marcello,1
Vincent Kok,1
Vincent Perez,1
Vincente Minnelli,1
Vincenzo Natali,1
Vineeth Anil,1
Vinil Mathew,1
Vinod Kapri,1
Vipin Parashar,1
Vipul Amrutlal Shah,1
Vipul Amrutlal Shah,1
Vir Das,1
Vir Das,1
Vishal Bhardwaj,1
Vishal Bhardwaj,1
Vishal Bhardwaj,1
Vishal Bhardwaj,1
Vishal Bhardwaj,1
Vishal Mahadkar,1
Vishal Mishra,1
Vishnu Govindhan,1
Visute Poolvoralaks,1
Vivek Agnihotri,1
Vivek Wagh,1
Vivieno Caldinelli,1
Vivieno Caldinelli,1
Vivieno Caldinelli,1
Vlad Yudin,1
Vlad Yudin,1
Vlad Yudin,1
Vlad Yudin,1
Vlad Yudin,1
Vlad Yudin,1
Volker Arzt,1
Volker Weicker,1
Vonda Harrell,1
Vrinda Samartha,1
Víctor García,1
Wade Allain-Marcus,1
Wael Ehsan,1
Wael Ehsan,1
Wael Ehsan,1
Wael Ehsan,1
Wael Ihsan,1
Wael Ihsan,1
Wael Ihsan,1
Wael Ihsan,1
Wagner de Assis,1
Walerian Borowczyk,1
Wally Pfister,1
Walter C. Miller,1
Walter C. Miller,1
Walter C. Miller,1
Walter Hill,1
Walter Taylaur,1
Warren P. Sonoda,1
Warren P. Sonoda,1
Wash Westmoreland,1
Waymon Boone,1
Wayne Blair,1
Wayne Blair,1
Wayne Orr,1
Weica Wang,1
Weica Wang,1
Wendy Jo Carlton,1
Wenn V. Deramas,1
Wenn V. Deramas,1
Wenn V. Deramas,1
Wenn V. Deramas,1
Wenn V. Deramas,1
Wenn V. Deramas,1
Werner Herzog,1
Werner Herzog,1
Werner Herzog,1
Werner Herzog,1
Wes Craven,1
Wes Craven,1
White Trash Tyler,1
Wi Ding Ho,1
Will Allen,1
Will Becher,1
Will Canon,1
Will Eisenberg,1
Will Eubank,1
Will Forbes,1
Will Gluck,1
Will Gluck,1
Will Graham,1
Will Lockhart,1
Will Lovelace,1
Will Lowell,1
Will McCormack,1
Will Yapp,1
Will Yapp,1
William Bindley,1
William Brent Bell,1
William Brent Bell,1
William Eubank,1
William Friedkin,1
William H. Macy,1
William Kaufman,1
William Lau,1
William Lau,1
William Lau,1
William Lau,1
William Lau,1
William Lau,1
William Monahan,1
William Wyler,1
William Wyler,1
Wilson Coneybeare,1
Wilson Yip,1
Wilson Yip,1
Wilson Yip,1
Wilson Yip,1
Wilson Yip,1
Wim Bonte,1
Wim Wenders,1
Wojciech Marczewski,1
Wong Fei-Pang,1
Wong Jing,1
Wong Jing,1
Wong Jing,1
Wong Jing,1
Wong Jing,1
Wong Jing,1
Wong Kar Wai,1
Woo Min-ho,1
Woo Ming Jin,1
Woody Allen,1
Wouter Bouvijn,1
Wyatt Cenac,1
Wynn Padula,1
Xavier Durringer,1
Xavier Gens,1
Xavier Manrique,1
Xiaoxing Yi,1
Xu Zhang,1
Y. Joon Chung,1
YC Tom Lee,1
Yacine Belhousse,1
Yance Ford,1
Yandy Laurens,1
Yang Lei,1
Yang Woo-seok,1
Yann Arthus-Bertrand,1
Yann Gozlan,1
Yanyong Kuruaungkoul,1
Yarrow Cheney,1
Yasir Al Yasiri,1
Yasir Nawaz,1
Yasmin Ahmad,1
Yasmin Ahmad,1
Yasmin Ahmad,1
Yasuhiro Irie,1
Yasushi Kawamura,1
Yasushi Muraki,1
Yayo Herrero,1
Yee Tung-Shing,1
Yen Cheng-kuo,1
Yesim Ustaoglu,1
Yeung Yat-Tak,1
Yibrán Asuad,1
Yim Pilsung,1
Yoav Paz,1
Yoo Byung-jae,1
Yoon Sung-hyun,1
Yorgos Lanthimos,1
Yorgos Lanthimos,1
Yoshikazu Yasuhiko,1
Yoshikazu Yasuhiko,1
Yoshikazu Yasuhiko,1
Yoshitaka Takeuchi,1
Yoshiyuki Momose,1
Yoshiyuki Momose,1
Yoshiyuki Okada,1
You-Jeong Chang,1
Young Jun Lee,1
Younuts!,1
Youssef Chahine,1
Youssef Chahine,1
Youssef Chahine,1
Youssef Chahine,1
Youssef Chahine,1
Youssef Chahine,1
Youssef Chahine,1
Youssef Chahine,1
Youssef Chahine,1
Youssef Chahine,1
Youssef Chahine,1
Yu Yang,1
Yudai Yamaguchi,1
Yuen Wo-Ping,1
Yuen Woo-ping,1
Yuki Tanada,1
Yuki Yamato,1
Yusuf Pirhasan,1
Yvan Attal,1
Yılmaz Erdoğan,1
Yılmaz Erdoğan,1
Yılmaz Erdoğan,1
Yılmaz Erdoğan,1
Yılmaz Erdoğan,1
Yılmaz Erdoğan,1
Yılmaz Erdoğan,1
Zach Braff,1
Zach Clark,1
Zach Lipovsky,1
Zachary Heinzerling,1
Zack Snyder,1
Zack Whedon,1
Zackary Canepari,1
Zak Hilditch,1
Zak Hilditch,1
Zakariya,1
Zatella Beatty,1
Zeek Earl,1
Zeke Norton,1
Zhang Yimou,1
Ziad Doueiri,1
Ziad Doueiri,1
Ziga Virc,1
Ziggy Hofmeyr,1
Zoe Berriatúa,1
Zoe Berriatúa,1
Zoe Lister-Jones,1
Zoya Akhtar,1
Zoya Akhtar,1
Zoya Akhtar,1
Zoya Akhtar,1
Zoya Akhtar,1
Zoya Akhtar,1
Zsolt Pálfi,1
Zuko Nodada,1
Zune Kwok,1
Àlex Pastor,1
Àlex Pastor,1
Álex de la Iglesia,1
Álex de la Iglesia,1
Álvaro Brechner,1
Álvaro Delgado-Aparicio L.,1
Álvaro Longoria,1
Ángel Gómez Hernández,1
Çagan Irmak,1
Éric Judor,1
Éric Toledano,1
Éric Warin,1
Ísold Uggadóttir,1
Óskar Thór Axelsson,1
Ömer Faruk Sorak,1
Ömer Faruk Sorak,1
Şenol Sönmez,1
